product,semantic_group,label,score,manual_score
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Sociability,0.12,1
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Aesthetics,0.13,0
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Self-Expression,0.32,0
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Safety,0.18,1
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Efficiency,0.17,1
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Relaxation,0.22,1
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Ritual,0.24,0
摆件,"I want the Shelf to be and then wecan move on to the fun stuff which isputting the decorations on and makingeverything lookcute all right guys we have the theShelf installed let's see how it looksso far this is what we're working withright now what I think I'm going to donow is I said before that I was going toput, but you know it's what I could dofor now I still have to also decorateeverything I have everything like inthis basket right here and on my bed forme to like put back that's going to bethe most fun part of this video, and now we can do the funpart which is decorating everything yay[Music][Music]s[Music]3[Music]n[Music][Applause][Music]and that's the end of the video guys Iwant to say thank you guys so much forwatching all the way to the end",Health,0.12,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Immersion,0.23,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Entertainment,0.21,0
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Order,0.23,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Sociability,0.28,0
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Aesthetics,0.13,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Self-Expression,0.22,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Safety,0.08,0
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Efficiency,0.13,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Relaxation,0.16,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Ritual,0.18,1
充电器+摆件+桌子,if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope if youdid I really appreciate that if youfound this video helpful if you drewinspiration from it in any way shape orform please consider liking andsubscribing I do want to make more desksetup content like this I do have acouple of plans in the future likedecorating for the winter and stuff soplease consider liking and subscribing Ihope,Health,0.35,1
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Immersion,0.16,1
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Entertainment,0.16,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Order,0.09,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Sociability,0,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Aesthetics,0.05,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Self-Expression,0.08,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Safety,0.08,1
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Efficiency,0.15,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Relaxation,0.04,0
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Ritual,0.13,1
电源,"#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI  In This Video, So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Health,-0.02,0
灯带/灯效+电源,Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮 Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮,Immersion,-0.01,0
灯带/灯效+电源,Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮 Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮,Entertainment,0.1,0
灯带/灯效+电源,Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮 Free To Check Out All Of The Parts I Used For His Setup -\n\nCPU -https://www.intel.com/content/www/us/en/products/sku/241060/intel-core-ultra-9-processor-285k-36m-cache-up-to-5-70-ghz/specifications.html\n\nMB - https://www.msi.com/Motherboard/MPG-Z890-CARBON-WIFI\n\nGPU - https://www.msi.com/Graphics-Card/GeForce-RTX-4080-16GB-GAMING-X-TRIO\n\nSSD - https://www.msi.com/Storage/SPATIUM-M560-PCIe-5.0-NVMe-M.2\n\nPSU - https://www.msi.com/Power-Supply/MPG-A1250GS-PCIE5\n\nAIO - https://www.msi.com/Liquid-Cooling/MAG-CORELIQUID-A13-360\n\nCASE - https://www.msi.com/PC-Case/MPG-VELOX-300R-AIRFLOW-PZ\n\nMEMORY - https://www.kingston.com/en/memory/gaming/fury-renegade-ddr5-rgb?module%20type=cudimm\u0026speed=8400mt%2Fs\u0026total%20(kit)%20capacity=48gb\u0026kit=kit%20of%202\u0026dram%20density=24gbit\u0026color=black\n\nKeyboard And Mouse - https://www.msi.com/Gaming-Gear/FORGE-GK300-COMBO-BLUE-SWITCHES\n\nHEADSET - https://www.msi.com/Gaming-Gear/IMMERSE-GH50-WIRELESS\n\nMONITOR 1 - https://www.msi.com/Monitor/MPG-271QRX-QD-OLED\n\nMONITOR 2 - https://www.msi.com/Monitor/MAG-271QPX-QD-OLED-E2\n\n__________________________________\nCheck Out My Other Socials -\n🔵TikTok -   / https://www.tiktok.com/@chandler_gonzalez\n🐥Twitter -   / https://x.com/TheChandlerG  \n📷Instagram -   / https://www.instagram.com/the_chandlerg/  \n📩Business: chandler@badmoontalent.com\n__________________________________\n\n\n#gamingroom #dreamgamingroom #gaming #gamingcomputer #gamingsetup #MSIBuildForGlory #PoweredByMSI I Build Gaming Setups 🎮,Order,-0.05,0
